id;parent_id;name;description;slug;link_rewrite;active;position;meta_title;meta_desc;
"1343";"44";"Лохина (Vaccinium)";"";"1343-golubika";"golubika";"1";"13";"Лохина (Vaccinium)";"Голубіка, Чорниця, Лохина, Vaccinium corymbosum";
"154";"44";"Малина";"";"154-malina";"malina";"0";"14";"Малина";"Малина, Rubus idaeus";
"250";"44";"Маслинка (Elaeagnus)";"";"250-shepherdia";"shepherdia";"1";"15";"Маслинка (Elaeagnus)";"Маслинка (Elaeagnus)";
"1202";"44";"Мигдаль солодкий (Amygdalus communis)";"";"1202-migdal-solodkij-amygdalus-communis";"migdal-solodkij-amygdalus-communis";"0";"16";"Мигдаль солодкий";"";
"1325";"44";"Мушмула (Mespilus)";"";"1325-mespilus";"mespilus";"1";"17";"Мушмула (Mespilus)";"Мушмула (Mespilus)";
"155";"44";"Ожина";"";"155-ozhina";"ozhina";"1";"18";"Ожина";"Ожина, Rubus caesius";
"372";"44";"Персик";"";"372-persik";"persik";"1";"19";"Персик (Prunus persica)";"";
"1251";"44";"Повій, Годжі (Lycium)";"";"1251-povij-godzhi-lycium";"povij-godzhi-lycium";"1";"20";"Повій, Годжі (Lycium)";"Повій, Годжі (Lycium)";
"153";"44";"Смородина (порічки)";"";"153-smorodina";"smorodina";"1";"21";"Смородина (порічки)";"Смородина (порічки)";
"156";"44";"Суниця садова";"";"156-sunica-sadova";"sunica-sadova";"1";"22";"Суниця садова, полуниця";"Суниця садова, полуниця";
"340";"44";"Інжир (Ficus carica)";"Інжир є субтропічним плодовим деревом зазвичай дає за сезон два врожаї. Їстівні плоди  утворюються тільки влітку і восени та мають від жовтого до чорно-синього, в залежності від сорту, забарвлення. Інжир неморозостійкий, тому на зиму потребує укриття. Місце для висадки потрібно обирати захищене від вітру. Не вибагливий у виборі грунту. Інжир використовують не тільки як плодове дерево але і в ландшафтному дизайні в якості гарного екзотичного акценту.";"340-inzhir-ficus-carica";"inzhir-ficus-carica";"1";"23";"Інжир (Ficus carica)";"Інжир (Ficus carica)";
